,target,text,stance,stance_confidence,sarcasm,sarcasm_confidence,sentiment,sentiment
3007,Covid Vaccine, خذت تطعيم كورونا  ولا تنتظر لسنة 2031 لحد ما يوصل الدور عندك .,Favor,0.5921,Yes,0.5182,Neutral,0.7869
3008,Digital Transformation,إن التحول من العالم الورقي للعالم التقني وتحويل الأعمال اليدوية لأعمال إلكترونية مع تطبيق مختلف التقنيات الحديثة بات من الأمور الحتمية بل إن بعض الدول باتت تعتبرها جزءاً من الحقوق الأساسية لمواطنيها حالها حال باقي الحقوق.متى يا ترى يأتي اليوم الذي نستطيع أن نقول بأن عماننا رقمية؟,Favor,1.0,No,1.0,Positive,1.0
3009,Covid Vaccine, قرار سليم ، سمعت انه عمل اثار جانبية خطيرة و خاصة ع الذكور و ميولهم ، كورونا مؤامرة و هالاشي واضح و التطعيم فيه إنة لانه كل دولة بتقلك عندها تطعيم غير,Against,0.7549,No,1.0,Negative,0.6332
3010,Covid Vaccine,"""طرق دبي"" تنتهي من تطعيم سائقي التاكسي والمواصلات العامة ضد كورونا حيث تؤكد هيئة الصحة بدبى حرصها على سلامة وصحة موظفيها خاصة خط الدفاع الأول وأولئك المعنيين بالتعامل المباشر مع المتعاملين🇦🇪✌️😍 ",Favor,1.0,No,1.0,Neutral,1.0
3011,Digital Transformation, التحول الإلكتروني سهل أمور كثيرة خاصة شرطة عمان السلطانية جزاهم الله خير ما مقصرين,Favor,1.0,No,1.0,Positive,1.0
3012,Digital Transformation,ملامح التحول الإلكتروني وهذا بداية الغيث ليس إلا 🤌🏻🇪🇬 URL,Favor,0.6101,No,1.0,Neutral,0.5957
3013,Covid Vaccine, محسسني ان الDNA حقك مرصع بالألماس و الياقوت، تراه لقاح تطعيم زي تطعيمات الاطفال له آلية معينه هدفها حماية الجسم بعد الله، خذ ما تيسر و استعن بالله,Favor,1.0,No,0.6981,Neutral,0.6981
3014,Covid Vaccine,MENTION MENTION كم فايروس جاء قبل كورونا ؟وكم تطعيم تطعمو قبلنا الواحد يتكل ع رب العالمين وماحد يموت عن يومه عزيزتي انا الحمدلله محصن جرعتين الله يكتب لي اللي فيه الخير واولادي صغار ابتدائي لو لهم اول الناس حجزت,Favor,1.0,No,1.0,Positive,0.7033
3015,Women empowerment, تمكين المرأة السعودية ورفع نسبة حصتها في سوق العمل تبث روح المنافسة الجميلة بين القوى العاملة من الجنسين وتعطى ريادة للمرأة السعودية لتثبت جدارتها التى تستحقها باذن الله.,Favor,1.0,No,1.0,Positive,0.888
3016,Digital Transformation,   للأسف البنوك تحولت إلى بنوك رقمية و عندنا ما زالت البنوك متراجعة و بعيدة عن طموحات رؤية 2030 في التحول للعمليات الرقمية في البنوك  و الشركات المالية؟ مؤسسة النقد تحتاج إلى التشديد على البنوك في مواكبة التطور التقني و خ,Favor,1.0,No,1.0,Positive,0.5995
3017,Digital Transformation,فيلم مفيد جدا حول التقنيات الحديثة والمتاحة حاليا والتي سيكون للكثير منها دور في التحول الالكتروني في اقتصاد ما بعد كورونا   URL,Favor,0.595,No,1.0,Positive,0.7
3018,Covid Vaccine,اعتقد انه لما تتوافر الجرعة الثالثه بكميات بدون إقبال عليها راح تزيد الحالات 🤑ويقولون شوفو راح مفعول الجرعة الثانيه بسرعه اخذو التنشيطيه الثالثه #لا_للتطعيم_الاجباري112 #NoVaccinePassportsAnywhere URL,Against,1.0,Yes,1.0,Negative,0.6509
3019,Women empowerment,كل عام والمرأة السعودية أكثر تمكين وانجازات ونجاح ❤️❤️❤️❤️❤️#يوم_المراه_العالمي,Favor,1.0,No,1.0,Positive,1.0
3020,Digital Transformation, الحمدلله وزارة الاتصالات من يومين بدأت تعيد تفعيل وتشيع استخدام الختم والتوقيع الالكتروني .. ودا هيعزز تفعيل التحول الرقمي المؤسسي الحقيقي في مصر,Favor,0.7456,No,1.0,Neutral,1.0
3021,Covid Vaccine,الحمد لله تم تطعيم الجرعتين اكسفورد #شكرا_للطواقم_الطبية #شكرا_الكويت #الكويت #تطعيم #الجرعة_الثانية #سلامتك #كورونا  شكرا للكويت بلد الانسانيه والخير لحرصها علي كل من علي ارضها,Favor,1.0,No,1.0,Positive,1.0
3022,Women empowerment,#تمكين_المرأة .. تمكين لنصف المجتمع و تحقيق لرؤية طموحة نحو وطن مزدهر  #يوم_المرأة_العالمي ,Favor,1.0,No,1.0,Positive,0.8462
3023,Covid Vaccine,   حتى فايزر  اعراض جانبيه صداع حراره الم في المفاصل وهذا طبيعي اتوقع اي واحد عنده اطفال ويطعمهم يعرف انهم بعد كل تطعيم ترتفع حرارتهم وهذا لان اي تطعيم يكون عبارة عن نفس الفايرس لكن مخفف علشان الجسم يحاربه وياخذ مناعه وهذا,Favor,1.0,No,1.0,Neutral,1.0
3024,Covid Vaccine,MENTION MENTION اللقاح زي اي تطعيم خذيناه واحنا صغار ترا نفس الشي نفس الفايرس مخفف يحقن فيك ومن هنا يكون عندك مناعه .. صحيح لقاح كورونا يعطي حماية وقتيه لكن مع الوقت ان شاء الله بيكون افضل .. واذا قصدك خوف انا ماخذه الجرعتين والحمد لله مافيني الا العافية . ,Favor,1.0,No,1.0,Positive,0.7151
3025,Covid Vaccine,MENTION MENTION هههههههه وانا اعرف العشرات من اخذي الجرعتين ماتو بسبب كورونا ولا فادهم لا تطعيم ولابطيخ ...والعناية مليانة متطعمين...اقول ...نامي احسن,Against,1.0,No,0.6861,Negative,0.6094
3026,Women empowerment,ماحد قتل المرأة وهي حية تتنفس الا الصحوة ' زمان كانت نسبة العنف و الفقر و البطالة و حتى الامراض النفسية عند النساء مرتفعة و بعد القرارت الايجابية تغير حالها للافضل عن السابق  . #تمكين_المرأة ,Against,0.7306,No,1.0,Positive,0.5847
3027,Covid Vaccine,اليوم اخذت تطعيم  #كورونا نسأل الله التوفيق لحكومتنا على كل جهد قيادة وكوادر ومواطنين ومقيمين على روح التكاتف والبذل والخير والاحترام في كل شي . اللهم احفظ بلادنا وقيادتنا والمسلمين جميع 🇸🇦,Favor,1.0,No,1.0,Positive,1.0
3028,Covid Vaccine, مثل ما قلتي  تاخذون تطعيم الانفلونزا الموسميه... و إذا لقطي شي  بتكون زكمه خفيفه و تروح (مناعة) اعتقد تكون معاملة تطعيم كورونا بنفس المقياس  لتفادي الاصابه و ان حدث  بتكون خفيفه ع الطاير 😁 و الله يحفظ الجميع من كل مكروه,Favor,1.0,No,0.5462,Positive,0.7469
3029,Covid Vaccine,يعني جرعتين تطعيم وجرعه تنشيطيه وبرضو ناس بتجيلها كورونا هو في ايه!!!!!!,Against,0.5781,No,1.0,Neutral,1.0
3030,Women empowerment,المرأة أمان .. المرأة تضحية .. المرأة شموخ .. من وقف في سبيل نصرتها أعزه الله .. ومن أذلها عاش في شقاء .. وطن العزة وطني #تمكين_المرأة 🇸🇦,Favor,1.0,No,1.0,Positive,0.8467
3031,Women empowerment, الحمدلله على هذا الشيء كانت حجج الغرب انه المملكة يديرها ناس عواجيز تولى الأمير محمد زعلوا وبدؤوا بتمكين المرأة وإعطائها حقوقها زادوا زعلا وفي عز بدأ تمكين المرأة دخلوا لجين الهذلول لفرملة المشروع بالمختصر الغرب لاعاجبنه العجب ولا الصيام في ,Favor,0.5638,No,1.0,Negative,0.5835
3032,Women empowerment,سيراً علي نهج زايد بأهمية دور المرأة الإماراتية واستكمالاً لمسيرته في تمكين المرأة في #الإمارات وحصلت علي المركز الأولى عربيا والـ18 عالميا في مؤشر المساواة 2020 أصبحت المرأة شريك أساس في عملية التنمية الوطنية.🇦🇪❤️💪,Favor,1.0,No,1.0,Positive,1.0
3033,Women empowerment, تمكين المرأه لايعني تهميش الرجل ودوره ومسؤلياته بل  مساوتها بالرجل في الحقوق وهذا  امر مهم وفعال لتطوير المجمع وانجاز الخدمات بصور مختلفة ورؤية جديدة وبالتالي يسهم في زيادة التطور كل الشكر لسمو الامير محمد حفظه الله على هذا التمكين المشرف وال,Favor,1.0,No,1.0,Positive,0.818
3034,Women empowerment, مو المفروض كتكريم للمرأة في الوظائف وضعها ضمن طاقم نسائي في المجمعات🤔 او تكون وظائف الرسبشن او النادل او المكاتب او التمريض للنساء اما تحشرهم في مستودع مع رجل واجنبي هذه إهانة ولا حق تمكين المرأة,Favor,0.7705,No,1.0,Negative,0.7422
3035,Women empowerment,     تمكين المرآة ودعمها   اذا يهمك دعمهم شف المحاسبات بفرع لولو خريص تحاسب وبنفس الوقت تعبي اكياس للزبون. هذا فوق طاقتها. اذا يرضيك وضعهم هذا شي ثاني.,Favor,0.5899,No,0.8085,Positive,0.3977
3036,Covid Vaccine, بنت خالتي شابة صحتها ممتازة اخذت مع عائلتها اللقاح جاتها اعراض كورونا كاملة واشد من الناس اللي بدون تطعيم ..  ويتعذرون انها اخذته على الفايرس  طيب كل عائلتها تطعموا من وين جتها الاصابة لحالها!!,Against,1.0,No,1.0,Negative,0.6366
3037,Women empowerment,  ههههههههههه  مين الرجال علشان يقطعونه ههههه اللي اصدر نظام تمكين المراه يقدر يصدر نظام يلغيه والا انا غلطان,Against,0.7069,Yes,0.7709,Negative,0.871
3038,Women empowerment,#تمكين_المرأة #المراة_السعودية_قاضية كمية صياح ذكوري في التايم لاين على قرار تمكين المرأة في القضاء، مابالهم الشكاؤون البكاؤون😂؟ بالنهايه المكان راح يروح للاجدر والاكفئ سواء ذكر او انثى، بس هم يحبون وضعية الضحيه المغلوب على امرها 😉,Favor,1.0,No,0.644,Positive,0.5111
3039,Women empowerment, وترشيح نفسها لعضوية رئاسة البلدية، وهنا نجد أن تمكين المرأة السعودية ودعم قدراتها بالتأهيل وإتاحة الفرص جعلها شريكًا حقيقيًا فاعلًا في بناء الوطن والتنمية.,Favor,1.0,No,1.0,Positive,1.0
3040,Women empowerment,    مع تمنياتنا بالتوفيق، استفزنا التصميم الذكوري للبوستر. إنت النجمة الأهم في الصورة مع كامل الاحترام للنجم أحمد عزّ، لكن يبدو أن الدراما العربيّة ما زالت مصمَّمة لإبقاء النجوم الرجال في المقدمة. تمكين ال,Favor,1.0,No,0.6072,Negative,0.6899
3041,Covid Vaccine,URL من يعتقد أن من تعافى من مرض كوفيد-19 لا يحتاج إلى تطعيم. فالمناعة التي يطوّرها الجسم بعد الإصابة بفيروس كورونا ما هي إلا مؤقتة ولابد من تعزيزها بالتطعيم..,Favor,1.0,No,1.0,Positive,0.6366
3042,Covid Vaccine,من يوم 10 أكتوبر سوف يسمح فقط لمن تلقوا جرعتى تطعيم ضد فيروس كورونا بدخول المصالح الحكومية و الخاصة و ركوب المواصلات العامة و الطائرات فى السعودية .. عقبالنا أن شاء الله,Favor,0.7504,No,1.0,Neutral,0.6187
3043,Women empowerment,  بالله ايش رأيك...اتوقع بعد كم سنة الموضوع هذا يصير عندنا من الشرع ويطلع له دليل... كله من أجل تمكين المرأة...او بالأحرى تشييخها...,Against,0.5791,No,0.6882,Negative,0.8426
3044,Women empowerment,والجروح اللي بداخلنا كيف تشفى وانتوا قامعين النساء ومازلتوا قامعينهم و مستخدمين برجوازيات لكذبة تمكين المرأة ,Against,0.6979,No,1.0,Negative,0.6097
3045,Covid Vaccine,أخيراً موعد تطعيم كورونا 💙😍 ,Favor,1.0,No,1.0,Positive,1.0
3046,Women empowerment,أهم الصعوبات القانونية والتشريعية التي تواجه قضية تمكين المرأة. ,Favor,0.7353,No,1.0,Neutral,1.0
3047,Women empowerment,MENTION هذا تمكين المرأة وإلا بلاش,Favor,1.0,No,0.8426,Positive,0.5161
3048,Women empowerment,كلمات في تمكين المرأة السعودية المتفانية والطموحة والناجحة  انضموا إلينا على حساباتنا على مواقع التواصل الاجتماعي للاحتفال بالمرأة الطموحة التي تعمل على تحسين حالة رعاية السكتة الدماغية في المملكة العربية السعودية!  #اليوم_العالمي_للمرأة #InternationalWomensDay ,Favor,1.0,No,1.0,Positive,0.818
3049,Digital Transformation, تكاتف ودعم جميع القطاعات الامنية في المملكة في منع التجول ومع ذلك استمرار جميع الخدمات المقدمه من الجوازات والمرور وغيرها من القطاعات دليل كبير على نجاحاتها في التحول الالكتروني للخدمات وعدم توقفها 👍🏻 شكرا لكم,Favor,1.0,No,1.0,Positive,1.0
3050,Digital Transformation,"""هدف التحول التقني تسهيل الإجراء وليس تعقيده وزيادة حجم تكاليفه"". ✅✅✅✅✅ هذا الفكر الذي سيجعل للتحول التقني دور بارز وفعال  من يحمل هذا الفكر حول التقنية  جدير به أن يكون من قيادات التحول التقني. URL",Favor,1.0,No,1.0,Positive,0.7622
3051,Digital Transformation,العمل عن بُعد كان أحد أهم مكاسب أزمة #كوفيد_19. فقد عجل بالتحول الإلكتروني الذي كانت جهات كثيرة مستعدة له لكن مترددة في تطبيقه. سعدنا حينها باحتفال عدد من الجهات بهذا التحول  لكن الغريب أنها تحتفل اليوم بالتوقف عنه!,Favor,1.0,No,1.0,Positive,1.0
3052,Women empowerment, الاسواق المطاعم الكافيهات  لازم مساواه زي تمكين المرأه,Favor,1.0,No,1.0,Neutral,0.626
3053,Women empowerment,#فضاء_سيبراني_آمن_للأطفال  كذلك لتحقيق اهداف تمكين المرأة السعودية وحماية الطفل السعودية تماشياً مع رؤيتنا 2030,Favor,1.0,No,1.0,Positive,0.8674
3054,Women empowerment,MENTION تحيا مصر قيادة وشعبًا؛ على هذا القرار السديد  تمكين المرأة يسعد المرأة لا يغضبها فمن تشعر بغير ذلك  فهي عدوة نفسها قبل أن تكون عدوة لغيرها من النساء  وهذا ما يسمى بالاعتلال النفسي  لذا أنصح بشدة لمن يعانون من هذا الاعتلال الذهاب إلى طبيب نفسي حتى تتماثل للشفاء..,Favor,1.0,No,1.0,Positive,0.7353
3055,Women empowerment, جهود مباركة و موفقة مع معقل المرأة السعودية جامعة الأميرة نورة بنت عبدالرحمن .. معا لتحقيق تمكين المرأة في ظل رؤية المملكة ٢٠٣٠,Favor,1.0,No,1.0,Positive,1.0
3057,Women empowerment,جانب من مشاركتي إدارة جلسة دور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة بجمعية المرأة العُمانية في صور وتنظمها جمعية الصحفيين العمانية بالتعاون مع وزارة الاقتصاد ..     #مساء_الخير ,Favor,1.0,No,1.0,Neutral,0.5007
3058,Women empowerment,جمعية الصحفيين العمانية تنظم جلسة حول (دور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة) بصور  ,Favor,0.7529,No,1.0,Neutral,0.756
3059,Women empowerment,مانعرف وش يقصد هالتاق لكن نقول نسأل الله السلامه والسعوديه معطيه النساء اكبر من حقها وخاصة في موضوع تمكين المرأة وخلطوها مع الرجال بالوظايف وهي انثى ،الله يصلح حال المسلمين ويهلك الكفار والمشركين والملحدين اعداء الدينن #ايقاف_التمييز_الجنسي,Against,0.7445,No,1.0,Positive,0.4173
3061,Women empowerment,غدا نحتفل بـ #يوم_المرأة_العالمي  يعد تمكين المرأة أمرًا بالغ الأهمية لإعادة البناء بشكل أفضل بعد #COVID19  انضم إلينا غدا حيث نسلط الضوء على بعض الموظفات الرائعات لدينا اللواتي يعملن بلا كلل لتقديم المساعدة الغذائية ودعم التغذية والمزيد  #IWD2021 ,Favor,1.0,No,1.0,Positive,0.6893
3062,Covid Vaccine,    تلقيت الجرعه الاولى من تطعيم اكسفورد لفيروس كوفيد-١٩بصالة ارض المعارض .. شكراااا من اعماق القلب لكل العاملين بمركز التطعيم على جهدهم المتميز ..على ابتسامتهم ورحابة صدرهم ..على سرعتهم ودقة عملهم ♥️ اللهم ارفع عنا هذا ,Favor,0.7472,No,1.0,Positive,1.0
3063,Digital Transformation, وأزيد على ذلك بأنه سوف يتم تقليص الراتب بعد التحول الالكتروني,Against,0.7644,No,1.0,Negative,0.4083
3064,Covid Vaccine,#تطعيم_كورونا   واللللللللله اننا نفخر اننا عايشين في السعوديه تنظيم وترتيب واستقبال وترحيب 🇸🇦🇸🇦  #شكراً_أبطال_الصحة #شكرا_مملكتنا,Favor,1.0,No,1.0,Positive,1.0
3065,Women empowerment,مبادرة 8مارس  من الهيئة السعودية للمحاسبين القانونيين   تمكين المرأة في مهنة المحاسبة  تحت شعار #محاسباتنا_كفو   -أنتِ محاسبة ؟  -        أنتِ كفو 👍🏼,Favor,0.7332,No,1.0,Positive,0.7341
3066,Women empowerment, ودي اتعاطف معه الرخمه بس من قريت أنا مع تمكين المرأه غسلت يدي الضاطور لعبت في حسبته,Favor,0.7285,Yes,0.5827,Negative,0.5819
3067,Covid Vaccine,بسم الله الرحمن الرحيم الحمد لله حمدا كثيرا طيبا   اما بعد .. اخيرا محصن 😎🥳✅  #تطعيم_كورونا ,Favor,1.0,No,1.0,Positive,1.0
3068,Women empowerment,حلقتنا القادمة من بودكاست عقال 🙏 حلقة تطرقنا فيها للكثير من المواضيع أهمها تمكين المرأة السعودية في مجال العلوم والأبحاث 👍 كنا بالقرب  ,Favor,0.7333,No,1.0,Neutral,0.5819
3069,Digital Transformation,من حسنات #كورونا  اجبرت الوزارات والمؤسسات على التحول الالكتروني ومواكبة عصر التطور وتقليل التعامل الورقي  - بدلاً من ( السير بملف طلبات الانتظار والسستم معلق والمعاملة مو عندنا) .. الان اصبحت كل وزارة لها منصة تسجيل وفيها كافة تفاصيل اداراتها والمعاملات التي بالامكان انجازها,Favor,1.0,No,1.0,Positive,0.7717
3070,Covid Vaccine,  سهله هذي بكرا قدام الكاميرات ياخذون ابرة فيتامين او تطعيم انفلونزا ولقاح كورونا لها ناسها واهلها الطيبيين الحليلين,Against,1.0,No,1.0,Neutral,0.708
3071,Women empowerment,في ظل #تمكين_المرأة بودّي لو أمكنهنّ جميعًا.,Favor,1.0,No,1.0,Positive,0.818
3072,Women empowerment,#المرأة في عالمي عطاء ونعمة احمدالله عليها كل يوم ، شكراً لوالدتي مثال العطاء ولخواتي ولزوجتي وبنات اختي وبناتي وكل أمرأة في وطني، ولكل من ساهم في تمكين المرأة وخدمة الإنسانية وعلى رأسهم سيدي خادم الحرمين ومهندس الرؤية سمو سيدي ولي العهد.  #اليوم_العالمي_للمرأة,Favor,1.0,No,1.0,Positive,1.0
3073,Women empowerment, انا مع تمكين المرأة الله لايهينها 50% 😂,Favor,0.62,No,1.0,Positive,0.7407
3074,Covid Vaccine,أنا أشك في مصداقية الحكومه في عدد الاصابات ب #فايروس_كورونا وأعتقد هذه الارقام غير حقيقيه وتريد الحكومه إجبار المواطنين علي  أخذ التطعيم عنوه وخوف بعد عزوف عدد كبير منهم عن أخذ تطعيم #كورونا  .,Against,1.0,No,1.0,Negative,0.6128
3075,Digital Transformation,التحول التقني في السعودية أقوى وأسرع بكثير من الحاصل في أوروبا بمراحل.   سواءً تطبيقات حكومية وتجارية أو تذاكر الكترونية وخدمة عملاء أو نقاط بيع تدعم NFC,Favor,1.0,No,1.0,Positive,1.0
3076,Digital Transformation, لماذا لا يواكب التحول للتعليم الالكتروني (التعليم عن بعد) تحول المناهج الدراسية الى الكترونية؟ بدلا من ورقية مضى عليها اكثر من نصف قرن وهي على هذه الحال ناهيك عن تكلفتها المالية العالية في الطباعة والتوزيع سنويا.,Favor,1.0,No,1.0,Positive,0.7627
3077,Women empowerment, تمكين المرأة في المناصب القيادية مخالف لتوجيهات نبينا الكريم الصحابيات على كريم قدرهم وعلمهم لم تتولى إحداهن منصبا قياديا أبدا.. فاتمنى منك يا دكتور أن ترضي الله وتترك الناس,Favor,1.0,No,1.0,Negative,1.0
3078,Women empowerment,ارى ان الدولة ممثلة بالحكومة الجديدة يجب ان تضع خطة إعلامية وفاعلة في جميع هيئات الدولة وإعلامنا ل #تمكين_المرأة والأخذ بيد السيدات ذوات الخبرة والناشطات في كافة المناحي وصولا الى التمثيل البرلماني بعد الخيبة التي منيت بها المرأة في صناديق الاقتراع ! #انتخابات_مجلس_الامة_2020,Favor,0.7285,No,1.0,Positive,0.7133
3079,Digital Transformation,هيئة البيئة تعقد اجتماعا للجنة إدارة وتنفيذ التحول الإلكتروني الحكومي URL,Favor,1.0,No,1.0,Positive,0.7764
3080,Digital Transformation,#كورونا سوف يُحيل 50% من الشعب العراقي الى #البطالة بسبب التحول الالكتروني في الحياة .,Against,0.5999,No,1.0,Negative,1.0
3081,Digital Transformation,  التحول الإلكتروني والذكى الاصطناعي هو سيد الموقف في المرحلة القادمة,Favor,1.0,No,1.0,Neutral,0.7742
3082,Digital Transformation,  مشروع #منصة_مدرستي تحول رقمي عظيم وتغيير في نمط التعليم  وطبيعي جدا العقبات والاخطاء في بداية التحول الرقمي في كل دول العالم  وهناك من يستغل الوضع للاساءة للوزير وتصفية الحسابات    لذلك الحاسدين لايريدون استمرار  #,Favor,1.0,No,1.0,Positive,1.0
3084,Women empowerment,بعد القضاء على ربع #الفساد لدينا كثرت الوظائف الشاغرة في القطاعين الخاص و العام و تم تمكين المرأة لتكون عنصر إجتماعي مهم .. مقبلين على خير بإذن الله بقيادة حكامنا حفظهم الله .. #محمد_بن_سلمان #السعودية_العظمى #قمة_الخليج #العلاء,Favor,1.0,No,1.0,Positive,0.6893
3085,Women empowerment, معاك انا في موضوع الكهرباء اما تمكين المراة اكثر من كذا!؟,Against,0.4114,No,1.0,Neutral,1.0
3086,Digital Transformation,ذوي الاعاقة في رحاب رؤية ٢٠٣٠. كشخص معاق لو تخلفنا عن ركب التطور المذهل في عقد التحول. فلن نجد الا التطور التقني داعم لنا.,Favor,1.0,No,1.0,Positive,1.0
3087,Digital Transformation,تطبيقات الدفع هو التحول الالكتروني الوحيد اللي ناجح في البلد. URL,Favor,1.0,No,1.0,Positive,1.0
3088,Digital Transformation, الفاسد لا يريد التحول الالكتروني لان راح ينقطع رزقه,Favor,0.4177,No,1.0,Negative,0.745
3089,Digital Transformation,معاملات بعض الجهات الحكومية كانت تستغرق دقيقتين إلى ثلاث.. ومع التحول الإلكتروني صارت تاخذ شهرين وفوقهم أسبوع  ولا زلت في الانتظار!,Against,0.4112,No,1.0,Neutral,0.598
3090,Women empowerment, نبارك للفاضلة الأستاذة #هيفاء_الخايفية    بالنسبة لي لا فرق بين المرأة والرجل والإنجاز يسجَّل باسم تمكين المواطن العُماني 🇴🇲 الجدير في الوظائف القيادية. إن شاء الله نرى مستقبلاً تعميناً للوظائف القيادية بنسبة ١٠٠٪.,Favor,1.0,No,1.0,Positive,0.751
3091,Digital Transformation,التحول التقني وصل الي التبرعات الخيرية .شكراً منصة إحسان .,Favor,0.7547,No,1.0,Negative,0.5999
3092,Digital Transformation, ماراح يقضي على السرقه هذي الا التحول الإلكتروني بسداد الضرائب والترخيص بكذا راح نظمن ايرادها,Favor,0.716,No,0.6291,Neutral,0.564
3093,Digital Transformation, يا رب تكون دي فعلا بداية التحول التقنى,Favor,1.0,No,1.0,Positive,1.0
3094,Women empowerment, انا مايحوم كبدي الا تمكين المرأة و واول سعوديه  والنسويه بصفه عامه 🌚🤝,Favor,0.7814,No,1.0,Negative,0.4465
3095,Women empowerment," ماهو شرط يعرف الأسئلة بالضبط.. بس محاور النقاش اكيد بتكون عنده.. ""الرؤية المشاريع تمكين المرأة الضرائب الاقتصاد العلاقات الخارجية ""هذي كلنا متوقعينها..  مقصدي لاتتوقعي سؤال شاطح وأسلوب المديفر المعتاد 😂",Favor,0.6992,No,0.8041,Neutral,0.626
3096,Women empowerment,رؤية ٢٠٣٠ واقع يتحقق رأينا ذلك في تمكين المرأة في جميع المجالات، دعم المجالات الصناعية التجارية المالية ،دعم أسرنا القوية المنتجة، إدخال التكنولوجيا في الصحة و إطلاق تطبيق صحة و خدمة موعد ، لا ننسى أستحداث التخصصات الجديدة بالجامعات.   أفتخر بأنني سعودية💚.  #رؤية_2030_واقع_يتحقق,Favor,1.0,No,1.0,Positive,1.0
3097,Women empowerment,MENTION MENTION MENTION MENTION MENTION MENTION ربئي يا ربئي! يعنني بدوية الساس والمنشى تنعتهم بالذكور وتحتمي بمتابعينها الذكور  الحكومة تتحمل توابع تمكين وتدليل وتفضيل وأشهار المرأة والتي لم نرى نتائجها في كثير من النساء الا في قلة الحياء وقلة الأدب والمسخرة وتدني الاخلاق وسواء بالحياة العامة او بمواقع التواصل وحتى في الوظائف,Against,0.7134,No,1.0,Negative,1.0
3098,Covid Vaccine,MENTION غلط يا معلم. اللقاح ضروري جداً وانا في خضم المعركة؛ اللي واخد التطعيم حتى لو جاتله كورونا بتبقى خفيفة لا تصل به للرعاية المركزة.. والجلطات من الفيروس نفسه. أما ان اللقاح يسبب جلطات فنادرة جداً في المليون وبتتعالج والله الناس لازم تاخد اللقاح زي أي تطعيم 💉,Favor,1.0,No,1.0,Positive,0.6366
3099,Women empowerment, الإيمان بالله تعالى    #تمكين_المرأة_في_خدمة_ضيوف_الرحمن,Favor,1.0,No,1.0,Neutral,0.6357
3100,Digital Transformation,   بالضبط... يجب ان يكون الحضور مقنن للحفاظ على الناس وايضا التحول الالكتروني خدمته سريعه جدا و تقلل الاحتكاك البشري والمعاملات البيروقراطية و التكدس الروتيني وتقلل الميزانيات وتسبب نظافه للبيئة مو عوادم السيارات و تقلل الزحمة.,Favor,1.0,No,1.0,Negative,0.4036
3101,Women empowerment,بورصة الكويت و مبادرة تمكين المرأة ,Favor,1.0,No,1.0,Neutral,0.7539
3102,Women empowerment,شكرا ل  ع تقديم الفرصه الجميله و المفيده لتنمية مهاراتنا التسويقيه و الابداعيه 😍😍😍 👏🏻👏🏻👏🏻 #التأهيل_المهني_والحرفي #ينبع #تمكين_المرأة,Favor,0.7304,No,1.0,Positive,1.0
3103,Women empowerment,كُنت بحضر ورشة بالجامعة من وزارة الشباب عن تمكين المرأة  و أنا بطاوش طبعاً وشادة على حالي من كتر الأفكار الغبية الّي انطرحت  فجأة الدكتورة بتحكي سارة مثلاً من الطلاب المتميزين عنا ورح توصل للي بدها إياه  وصار نائب العميد وشباب دفعتي يسقفولي. وبس والله نسيت على شو كنت أطاوش ههه🌹 URL,Favor,0.7421,No,1.0,Neutral,0.43
3104,Digital Transformation, التحول الالكتروني بكافة الوزارات والمنافذ يوفر على الدوله هالاعداد من العماله الهامشية والميزانيات وكذالك كافة الاعمال ممكن تتم من اي مكان وإمكانية المراقبه والمحاسبة بالادله ومنع الواسطات والتدخلات اضافة لسرعة وسهولة الإجراءات,Favor,0.6031,No,1.0,Neutral,0.6143
3105,Women empowerment,MENTION هذي آخرة تمكين المرأة,Against,1.0,No,0.5571,Negative,0.6255
3106,Women empowerment,جلسة لدور الإعلام في تمكين المرأة وملامح من الخطة الخمسية العاشرة في #ولاية_صور .      ,Favor,1.0,No,1.0,Neutral,1.0
3107,Women empowerment,تمكين المرأة من المشاركة السياسية هو استثمار في مستقبل حقوق المرأة، حيث ستتمكن النساء من إحداث التغيير #بدي_حقي #womensurvivors ,Favor,1.0,No,1.0,Positive,1.0
3108,Women empowerment,#حديث الصحافة عن الجلسة الحوارية والتي كانت بعنوان ( دور الإعلام في تمكين المرأة العمانية وملامح من الخطة الخمسية العاشرة) ..    ,Favor,1.0,No,1.0,Neutral,0.6187
3109,Women empowerment,الولد ضد تمكين المرأة 😅 ,Against,1.0,Yes,0.6186,Negative,0.6004
3110,Women empowerment,اعطيت الثقه والحرية الكامله في عصر تمكين المراة وللاسف قامت الموقوفه بالتخابر ضد وطنها ومساس امنها الوطني #لجين_الهذلول ,Against,0.4379,No,1.0,Negative,0.7389
3111,Women empowerment,لجين عبدالله الهذلول عضوا   اعطيت الثقه والحرية الكامله في عصر تمكين المراة وللاسف قامت الموقوفه بالتخابر ضد وطنها ومساس امنه الوطني #FreeLoujaiلجين_الهذلول ,Against,0.7636,No,0.7648,Negative,0.8289
